rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,status,service,latitude,longitude,altitude,position_covariance,position_covariance_type
1511986254950789397,,835,,0,0,'',,0,0,41.3936699,-73.9555658,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986255207803984,,836,,0,0,'',,0,0,41.3936679,-73.9555605,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986255455676585,,837,,0,0,'',,0,0,41.393666,-73.9555551,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986255700500398,,838,,0,0,'',,0,0,41.393664,-73.9555498,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986256190812999,,839,,0,0,'',,0,0,41.39366,-73.9555392,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986256693505246,,840,,0,0,'',,0,0,41.393656,-73.9555286,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986257208413335,,841,,0,0,'',,0,0,41.3936523,-73.9555182,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986257696169032,,842,,0,0,'',,0,0,41.3936483,-73.9555075,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986257937901972,,843,,0,0,'',,0,0,41.3936464,-73.9555023,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986258159336747,,844,,0,0,'',,0,0,41.3936443,-73.9554971,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986258499409149,,845,,0,0,'',,0,0,41.3936423,-73.9554918,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986258632537767,,846,,0,0,'',,0,0,41.3936401,-73.9554866,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986259002363389,,847,,0,0,'',,0,0,41.3936378,-73.9554814,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986259205613171,,848,,0,0,'',,0,0,41.3936357,-73.9554762,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986259636093981,,849,,0,0,'',,0,0,41.3936316,-73.9554656,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986260174160000,,850,,0,0,'',,0,0,41.3936278,-73.9554549,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986260685465623,,851,,0,0,'',,0,0,41.393624,-73.955444,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986261180768023,,852,,0,0,'',,0,0,41.3936201,-73.9554332,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986261706049164,,853,,0,0,'',,0,0,41.3936163,-73.955423,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986262131171923,,854,,0,0,'',,0,0,41.3936141,-73.955418,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986262645420366,,855,,0,0,'',,0,0,41.3936149,-73.9554165,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986263208079904,,856,,0,0,'',,0,0,41.3936135,-73.9554129,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986263473220383,,857,,0,0,'',,0,0,41.3936123,-73.9554124,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986263702503523,,858,,0,0,'',,0,0,41.3936123,-73.9554126,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986264176691240,,859,,0,0,'',,0,0,41.393612,-73.9554165,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986264494246116,,860,,0,0,'',,0,0,41.3936115,-73.9554201,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986264695860340,,861,,0,0,'',,0,0,41.3936108,-73.955425,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986265205379499,,862,,0,0,'',,0,0,41.3936088,-73.9554366,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986265675223642,,863,,0,0,'',,0,0,41.3936068,-73.9554482,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986266158166064,,864,,0,0,'',,0,0,41.3936048,-73.9554597,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986266703789772,,865,,0,0,'',,0,0,41.3936024,-73.9554712,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986267008940408,,866,,0,0,'',,0,0,41.3936011,-73.9554769,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986267179751105,,867,,0,0,'',,0,0,41.3935998,-73.9554826,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986267703169596,,868,,0,0,'',,0,0,41.3935971,-73.955494,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986268005371382,,869,,0,0,'',,0,0,41.3935957,-73.9554996,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986268200991313,,870,,0,0,'',,0,0,41.3935943,-73.9555052,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986268708455463,,871,,0,0,'',,0,0,41.3935918,-73.9555147,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986269191200279,,872,,0,0,'',,0,0,41.3935909,-73.9555181,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986269708560246,,873,,0,0,'',,0,0,41.393589,-73.9555193,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986270198726268,,874,,0,0,'',,0,0,41.393589,-73.9555201,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986270701380933,,875,,0,0,'',,0,0,41.3935922,-73.9555227,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986271203190522,,876,,0,0,'',,0,0,41.393598,-73.955528,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986271708307709,,877,,0,0,'',,0,0,41.3936054,-73.9555349,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986271981149589,,878,,0,0,'',,0,0,41.3936089,-73.9555385,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986272203400933,,879,,0,0,'',,0,0,41.3936124,-73.955542,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986272633131553,,880,,0,0,'',,0,0,41.3936192,-73.955549,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986273006759393,,881,,0,0,'',,0,0,41.3936213,-73.9555513,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986273207518770,,882,,0,0,'',,0,0,41.3936227,-73.9555528,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986273708609919,,883,,0,0,'',,0,0,41.3936233,-73.9555513,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986274132854488,,884,,0,0,'',,0,0,41.3936247,-73.9555516,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986274691258052,,885,,0,0,'',,0,0,41.3936236,-73.955556,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986275200847600,,886,,0,0,'',,0,0,41.3936192,-73.9555635,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986275633087296,,887,,0,0,'',,0,0,41.3936137,-73.9555701,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986276150057112,,888,,0,0,'',,0,0,41.3936111,-73.9555727,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986276707573587,,889,,0,0,'',,0,0,41.3936108,-73.955574,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986277207466180,,890,,0,0,'',,0,0,41.3936108,-73.9555756,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986277703723149,,891,,0,0,'',,0,0,41.3936083,-73.9555775,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986278206496089,,892,,0,0,'',,0,0,41.3936083,-73.9555759,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986278706263721,,893,,0,0,'',,0,0,41.3936104,-73.9555697,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986279006601298,,894,,0,0,'',,0,0,41.3936125,-73.9555653,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986279184414917,,895,,0,0,'',,0,0,41.3936151,-73.9555603,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986279681016801,,896,,0,0,'',,0,0,41.3936202,-73.9555504,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986280133123578,,897,,0,0,'',,0,0,41.3936253,-73.9555407,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986280703938619,,898,,0,0,'',,0,0,41.3936309,-73.9555309,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986281196823069,,899,,0,0,'',,0,0,41.3936362,-73.9555212,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986281706521731,,900,,0,0,'',,0,0,41.3936413,-73.9555117,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986282206094298,,901,,0,0,'',,0,0,41.3936466,-73.9555021,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986282703944278,,902,,0,0,'',,0,0,41.3936518,-73.9554926,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986283133207158,,903,,0,0,'',,0,0,41.393657,-73.9554835,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986283703982777,,904,,0,0,'',,0,0,41.3936596,-73.9554789,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986283952606589,,905,,0,0,'',,0,0,41.3936593,-73.9554789,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986284197882514,,906,,0,0,'',,0,0,41.3936584,-73.9554777,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986284702477632,,907,,0,0,'',,0,0,41.3936586,-73.9554742,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986285179835282,,908,,0,0,'',,0,0,41.39366,-73.9554732,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1511986285684697223,,909,,0,0,'',,0,0,41.39366,-73.9554758,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
